col_name,Présent,Imparfait,Passé simple,Passé composé,Futur,Plus que parfait,date,canon,subgenre
1933_Crevel-René_Les-pieds-dans-le-plat,4096,867,396,609,200,201,1933,1,
2013_Forest-Philippe_Le-Chat-de-Schrodinger,5587,828,58,778,83,233,2013,1,
1870_Houssaye-Arsene_Les-Courtisanes-du-monde_Tome-1,4247,1211,1010,596,168,231,1870,0,5
1892_Allais-Alphonse_Vive-la-vie,1740,627,539,255,63,101,1892,0,4
1845_Dumas-Alexandre_Le-batard-de-Mauleon_I,5129,1274,1541,832,310,296,1845,1,1
1958_San-Antonio_Le-secret-de-polichinelle,3773,150,12,485,55,30,1958,0,9
1983_Sarraute-Nathalie_Enfance,5436,664,10,841,84,131,1983,1,7
1844_Balzac-Honore-de_L-Interdiction,1490,531,298,279,63,94,1844,1,5
1879_Cherbuliez-Victor_Amours-fragiles,4918,1433,1339,757,235,297,1879,0,4
1906_Mistral-Frederic_Mes-origines,5207,1864,793,556,158,222,1906,1,7
1846_Balzac-Honore-de_Le-Medecin-de-campagne,5507,1546,976,1106,232,220,1846,1,5
1950_Simenon-Georges_L-amie-de-madame-Maigret,2881,1195,359,823,69,263,1950,1,2
1951_Gracq-Julien_Le-rivage-des-Syrtes,5498,3279,925,919,139,450,1951,1,
1889_Boisgobey-Fortune-du_La-main-froide,6739,2448,1179,1787,437,480,1889,0,2
1920_Colette_Cheri,2641,972,1051,281,98,101,1920,1,
1885_Belot-Adophe_Une-affolee-d'amour,3381,836,723,800,171,203,1885,0,
1896_Soboleska-Mme_Siribeddi-memoires-d-un-elephant,3271,1155,703,474,115,232,1896,0,6
1901_Thurner-Georges_Mademoiselle-Flammette.,3996,1315,1725,597,219,236,1901,0,1
1817_Barthelemy-Hadot-Marie-Adelaide_Les-venitiens-ou-Le-capitaine-français_(Tome-1),1884,549,537,377,96,168,1817,0,1
2001_Vargas-Fred_Pars-vite-et-reviens-tard,6482,1598,1660,1022,164,451,2001,0,2
1960_Bealu-Marcel_Contes-du-demi-sommeil,1786,642,369,160,62,70,1960,0,10
1855_Reybaud-Louis_Scenes-de-la-vie-moderne,7399,3767,2135,1065,284,683,1855,0,
1893_Aimard-Gustave_La-Belle-Riviere,8856,2304,2743,1408,626,544,1893,0,1
1845_Balzac-Honore-de_Sur-Catherine-de-Medicis,5565,2021,2054,1024,365,370,1845,1,3
1902_Laurie-Andre_Memoires-d-un-collegien-russe,5424,1801,925,969,169,370,1902,0,6
1897_Ivoi-Paul-d-_Jean-Fanfare,7817,2976,2999,1297,533,586,1897,0,1
1897_France-Anatole_Le-mannequin-d-osier,2783,1185,746,426,54,209,1897,1,5
1846_Erckmann-Jules_Les-Disciples-d-Escobar,6091,785,539,1536,302,320,1846,0,
1890_Dumur-Louis_Albert,1401,1097,449,155,31,127,1890,0,
1902_Bazin-Rene_Contes-de-bonne-Perrette,3777,2614,1184,599,185,317,1902,0,4
1868_La-Rive-William-de_La-Marquise-de-Clerol-par-William-de-La-Rive,6076,1941,1734,1201,277,324,1868,0,
1991_Boileau-Narcejac_La-main-passe,4098,334,9,624,152,53,1991,0,2
1856_Feval-Paul_Madame-Gil-Blas-souvenirs-et-aventures-d-une-femme-de-notre-temps_(Volume-7),2044,770,531,273,78,132,1856,0,5
1888_Beaugrand-Honore_Jeanne-la-fileuse,2455,1104,779,631,104,472,1888,0,3
2005_Darrieussecq-Marie_Le-pays,3576,1870,219,492,41,298,2005,1,
1864_Chevalier-H-Emile_Peaux-rouges-et-Peaux-blanches,3665,801,953,603,180,198,1864,0,1
1901_Mael-Pierre_Un-mousse-de-Surcouf,2816,1232,1405,500,176,331,1901,0,6
1926_Delly_Le-secret-de-la-Luzette,2383,1002,480,333,122,195,1926,0,8
1844_Dumas-Alexandre_Les-Trois-Mousquetaires,15759,4248,5319,2753,864,1175,1844,1,1
1869_Erckmann-Chatrian_Histoire-d-un-paysan_II,4092,2363,654,694,260,267,1869,0,5
1991_Quignard-Pascal_Tous-Les-Matins-Du-Monde,714,605,503,142,14,113,1991,1,3
1984_Des-Forets-Rene-Louis_Un-malade-en-foret,1319,618,369,134,65,108,1984,1,7
1885_Bazin-Rene_Ma-tante-Giron,2824,1270,988,425,121,238,1885,0,6
1944_Simenon-Georges_Les-nouvelles-enquetes-de-Maigret,7778,3500,1449,2050,251,611,1944,1,2
1858_Souvestre-Emile_Scenes-de-la-chouannerie,2004,1151,1120,436,83,364,1858,0,3
1928_Montorgueil-Georges_La-Vie-extraordinaire-de-Robert-Macaire,4646,1945,855,874,165,502,1928,0,1
1908_Rolland-Romain_Jean-Christophe_Tome-VII-Dans-la-maison,3159,2140,675,435,56,253,1908,1,5
1973_Simon-Claude_Triptyque,3690,76,63,548,3,8,1973,1,
1917_Alanic-Mathilde_L'essor-des-colombes,2726,1236,1162,356,140,139,1917,0,
1961_San-Antonio_La-fin-des-haricots,3638,337,49,536,67,40,1961,0,9
2007_Musso-Guillaume_Parce-que-je-t-aime,4273,1029,1035,724,141,362,2007,0,8
2006_Nimier-Marie_La-Reine-du-silence,2046,822,181,447,59,153,2006,0,7
1843_Balzac-Honore-de_Illusions-perdues,11958,3836,3599,1773,983,688,1843,1,5
1999_Nothomb-Amelie_Le-Mystere-par-excellence,575,183,86,66,15,33,1999,1,4
1824_Mazier-du-Heaume-Hippolyte_Voyage-d-un-jeune-grec-a-Paris_Volume-1,1866,222,228,463,97,107,1824,0,
1857_Ulbach-Louis_Les-Roues-sans-le-savoir,5372,2269,1413,763,281,313,1857,0,4
1882_Verne-Jules_L-Ecole-des-Robinsons,2377,1770,1053,463,103,266,1882,1,1
1895_Lermina-Jules_La-deux-fois-morte,1177,461,154,164,18,94,1895,0,10
1886_Witt-Henriette-de_Scenes-historiques,0,0,0,0,0,0,1886,0,3
1950_Bernanos-Georges_Un-mauvais-reve,3784,870,647,586,143,166,1950,1,2
1953_Veuzit-Max-du_Chatelaine-un-jour...,3517,1102,1239,648,142,202,1953,0,8
1857_Sand-George_Les-dames-vertes,2138,630,314,365,94,156,1857,1,10
1870_Zola-Emile_La-fortune-des-Rougon,4691,4486,3008,915,196,695,1870,1,5
1875_Ulbach-Louis_Le-Secret-de-Mlle-Chagnier,3369,1401,1331,761,143,269,1875,0,
1921_Leroux-Gaston_Les-cages-flottantes,4640,2152,1289,885,205,629,1921,0,2
1908_Bazin-Rene_Le-Mariage-de-Mademoiselle-Gimel-Dactylographe,3077,1523,895,468,102,227,1908,0,4
1845_Balzac-Honore-de_Jesus-Christ-en-Flandre,267,147,130,46,14,12,1845,1,5
1975_Blondin-Antoine_Quat-saisons,2234,987,509,323,68,189,1975,0,
1905_Lermina-Jules_To-Ho-Le-Tueur-d-or,2572,1884,835,600,91,637,1905,0,1
2003_Modiano-Patrick_Accident-nocturne,1197,1232,1,749,8,383,2003,1,7
1993_Germain-Sylvie_Immensites,1805,1689,589,365,41,325,1993,1,
1967_San-Antonio_Faut-etre-logique,5658,289,33,771,88,33,1967,0,9
1890_Richebourg-Emile_Les-Amours-de-Village,3538,1418,1466,637,227,260,1890,0,4
1950_Delly_Folie-de-sages,1910,1077,786,280,123,150,1950,0,8
1976_San-Antonio_Sucette-boulevard,5813,347,88,746,105,44,1976,0,9
1880_Debans-Camille_La-Peau-du-mort,7752,1995,2364,1702,423,462,1880,0,1
1932_Simenon-Georges_Le-Fou-de-Bergerac,2447,1018,351,471,85,107,1932,1,2
1894_Stendhal_Lucien-Leuwen,14394,4675,3940,2129,893,833,1894,1,
1855_Solignac-Armand-de_Le-Gateau-des-rois-souvenirs-d-enfance,1857,622,386,261,69,98,1855,0,6
1940_Martin-du-Gard-Roger_Les-Thibault_Tome-VIII-Epilogue,4959,1523,1067,1197,254,422,1940,1,5
1851_Souvestre-Emile_Un-philosophe-sous-les-toits,2833,713,285,858,75,169,1851,0,
1882_Loti-Pierre_Suleima,879,239,34,140,20,42,1882,1,
1848_Musset-Paul-de_La-Chevre-Jaune,2141,486,818,306,204,78,1848,0,
2016_Echenoz-Jean_Envoyee-speciale,4221,642,30,1558,104,119,2016,1,
1956_Gary-Romain_Les-Racines-du-Ciel,8964,5320,2132,1533,338,1075,1956,1,
1885_Zola-Emile_Germinal,7299,7823,3225,1167,260,1045,1885,1,5
1950_Vian-Boris_L-herbe-rouge,2820,1046,980,335,82,87,1950,1,
1841_Sand-George_Un-hiver-a-Majorque,2877,770,388,575,91,158,1841,1, mémoires et autobiographie 
1945_Delly_La-maison-des-rossignols,3036,1389,1016,457,234,242,1945,0,8
1927_Bourget-Paul_Nos-actes-nous-suivent_tome-1,2896,1199,275,554,113,326,1927,1,
1922_Morand-Paul_Ouvert-la-nuit,1930,836,432,214,63,91,1922,1,4
1909_Leblanc-Maurice_L-Aiguille-creuse,3821,1308,1331,773,178,246,1909,0,2
1867_Belot-Adolphe_Le-drame-de-la-rue-de-la-paix,6911,1607,1412,1501,314,383,1867,0,
1877_Le-Vavasseur-Gustave_Dans-les-herbages-Les-Echos-suisses-Le-Cure-de-Saint-Gererold-Les-Amours-de-Jacqueline,6550,1696,1269,918,279,250,1877,0,4
1869_Feval-Paul_Maman-Leo-Les-habits-Noirs_Tome-V,6718,1847,1841,1118,377,366,1869,0,2
1929_Giono-Jean_Colline,3272,241,19,688,65,21,1929,1,5
1953_de-La-Varende-Jean_L-Homme-aux-gants-de-toile,5850,3583,1955,835,270,521,1953,0,3
1954_Delly_La-fee-de-Kermoal,3658,1909,1293,621,240,340,1954,0,1
1843_Balzac-Honore-de_Ursule-Mirouet,4524,1440,1539,682,327,280,1843,1,5
2002_Calet-Henri_Poussieres-de-la-route,3730,1307,483,1242,55,267,2002,0,non-fiction
1952_Calet-Henri_Un-Grand-Voyage,1985,2020,642,451,80,489,1952,0,
1897_Gerald-Montmeril_Chryseis-au-desert,2270,1096,734,326,109,230,1897,0,6
1883_Lesueur-Daniel_L-amant-de-Genevieve,2763,1965,1371,426,111,367,1883,0,
1881_Lermina-Jules_La-haute-canaille,8264,2840,1906,1610,424,910,1881,0,1
2018_Murail-Marie-Aude_En-nous-beaucoup-d-hommes-respirent,0,0,0,0,0,0,2018,0,7
2010_Kerangal-Maylis-de_Naissance-d-un-pont,5970,637,265,524,218,173,2010,1,
1882_Witt-Henriette-de_Scenes-historiques,3829,2360,1149,891,458,857,1882,0,3
1910_Corday-Michel_Les-casseurs-de-bois,2318,626,342,290,76,111,1910,0,
1897_Montoya-Gabriel_Le-Roman-Comique-du-Chat-Noir,3042,347,254,592,115,67,1897,0,
1865_Kaempfen-Albert_La-Tasse-a-the,1626,415,335,370,62,83,1865,0,6
1863_Solms-Marie-de_Mademoiselle-Million,2717,1046,930,470,128,253,1863,0,4
1932_Simenon-Georges_Liberty-Bar,2011,1358,470,466,50,144,1932,1,2
1876_Sarcey-Francisque_Le-Piano-de-Jeanne,4052,1522,1042,515,181,286,1876,0,4
1917_Bernede-Arthur_Judex,6964,2329,1962,1436,394,624,1917,0,1
1847_Achard-Amedee_Belle-Rose,10951,4092,5088,1811,632,718,1847,0,3
1892_Renard-Jules_L-Ecornifleur,4491,318,55,390,114,30,1892,1,
2005_Kristof-Agota_C-est-egal,1298,304,52,238,35,22,2005,0,4
1936_Montherlant-Henry-de_Pitie-pour-les-femmes,4430,1040,466,710,129,225,1936,1,12
1833_Sand-George_Lelia,7814,1684,944,1332,253,302,1833,1,
1934_Aragon-Louis_Les-Cloches-de-Bale,5627,4129,1445,890,135,811,1934,1,5
1964_Simenon-Georges_La-patience-de-Maigret,2457,1004,308,601,109,163,1964,1,2
1960_Troyat-Henri_La-Barynia,6394,2770,2727,1037,417,418,1960,0,3
1844_Dumas-Alexandre_Fernande,7910,2243,1431,1381,301,591,1844,1,
1842_Balzac-Honore-de_Le-Bal-de-Sceaux,991,446,506,147,35,79,1842,1,5
1998_Rouaud-Jean_Pour-vos-cadeaux,2554,686,159,329,101,110,1998,1,7
1925_Crevel-Rene_Mon-corps-et-moi,2327,308,100,275,106,52,1925,1,
1989_Celine-Louis-Ferdinand_Guignol-s-band,32415,4810,55,2311,383,499,1989,1,
1817_Barthelemy-Hadot-Marie-Adelaide_Les-Venitiens-ou-le-Capitaine-français_(Tome-2),1955,567,510,355,115,165,1817,0,1
1908_Aicard-Jean_L-Illustre-Maurin,9426,2254,2265,1252,477,392,1908,0,
1834_Hugo-Victor_Claude-Gueux,573,188,219,91,16,37,1834,1, nouvelles 
1885_Verlaine-Paul_Louise-Leclercq,749,410,171,103,21,61,1885,1,4
1843_Balzac-Honore-de_La-Rabouilleuse,5415,1963,2295,837,447,343,1843,1,5
1892_Bourget-Paul_La-terre-promise,3805,1861,571,807,93,775,1892,1,
1941_Jaloux-Edmond_Les-Visiteurs,2823,1568,747,498,98,266,1941,0,
1865_Aimard-Gustave_Les-bohemes-de-la-mer,4073,882,1006,655,265,250,1865,0,1
1978_Perec-Georges_La-Vie-mode-d-emploi,4998,2751,2362,1297,125,786,1978,1,
1880_Brehat-Alfred-de_Les-Aventures-de-Charlot,2332,1244,1244,328,122,237,1880,0,
1868_Zola-Emile_Therese-Raquin,2464,3570,1692,545,76,373,1868,1,
1961_San-Antonio_San-Antonio-chez-les-Mac,5416,252,20,741,97,47,1961,0,9
2007_Jouet-Jacques_Une-mauvaise-maire,2099,95,8,347,67,20,2007,0,
1879_Saint-François-Leon_L-Saint-François-Vieux-peches-scenes-parisiennes,4171,738,277,606,158,89,1879,0,4
1869_Stolz-Madame-de_La-Maison-roulante,2814,1764,777,417,116,273,1869,0,
1891_Metenier-Oscar_Zezette--moeurs-foraines,5803,2304,1831,1000,445,629,1891,0,
1926_Bourget-Paul_Le-danseur-mondain,2762,960,264,757,142,282,1926,1,
1961_Delly_Ahelya-fille-des-Indes,2886,990,806,471,160,173,1961,0,8
1941_Mac-Orlan-Pierre_L-Ancre-de-misericorde,3806,1815,980,515,234,258,1941,1,1
1966_San-Antonio_Mange-et-tais-toi,5573,205,28,621,127,30,1966,0,9
1849_Berthoud-Henry_Les-Filleules-de-Rubens_Tome-I,2289,1042,983,358,112,233,1849,0,3
2007_Forest-Philippe_Le-nouvel-amour,1785,1771,9,610,20,264,2007,1,7
1833_Dumas-Alexandre_Impressions-de-voyage-en-Suisse,17254,5485,5344,2751,527,1620,1833,1,11
1948_Simenon-Georges_Les-vacances-de-Maigret,3163,1615,479,751,92,212,1948,1,2
1919_Delly_Magali,3879,1482,1202,618,279,324,1919,0,8
1863_Capendu-Ernest_Marcof-Le-Malouin,6831,1869,2731,1025,472,491,1863,0,1
1893_Verlaine-Paul_Mes-prisons,586,175,116,83,6,32,1893,1,7
1878_Aimard-Gustave-Auriac-Jules-Berlioz-d_L-Aigle-Noir-des-Dacotahs,1916,471,739,321,186,101,1878,0,1
1882_La-Landelle-Guillaume-Joseph-Gabriel-de_Rouget-et-Noiraud,3886,1369,1256,728,212,284,1882,0,1
1872_Dumas-Alexandre_La-fille-du-marquis_I,3695,1199,1101,831,191,424,1872,1,1
1876_Brehat-Alfred-de_Le-bal-de-l-Opera,2398,1031,1044,339,142,208,1876,0,4
1919_Loti-Pierre_Prime-jeunesse,1492,969,300,276,35,239,1919,1,7
1932_Audoux-Marguerite_La-fiancee,1342,1861,992,245,48,304,1932,0,4
1844_Chateaubriand-François-Rene-de_Vie-de-Rance,3133,1286,1117,691,119,302,1844,1,non-fiction
1859_Ponson-du-Terrail-Pierre_Les-Exploits-de-Rocambole_Tome-III-La-Revanche-de-Baccarat,5058,1334,2304,1201,283,390,1859,0,1
1888_Barres-Maurice_Le-culte-du-moi_1-Sous-l-oeil-des-barbares,1671,445,320,120,50,31,1888,1,5
1897_Loti-Pierre_Ramuntcho,2963,924,247,432,115,173,1897,1,
1874_Fleuriot-Zenaide_En-conge,2671,456,36,1218,99,68,1874,0, littérature jeunesse 
1934_Dabit-Eugene_Un-mort-tout-neuf,4126,516,22,762,270,96,1934,1,
1847_Sue-Eugene_Martin-l-enfant-trouve_Tome-III,6772,1888,1357,1105,343,370,1847,1,5
1945_Calet-Henri_Le-Bouquet,2994,3315,69,1446,73,445,1945,0,
1845_Balzac-Honore-de_Adieu,715,395,472,144,31,65,1845,1,5
1960_Pagnol-Marcel_Le-Temps-des-Secrets,4432,1982,1383,599,120,322,1960,1,6
1856_Feval-Paul_Madame-Gil-Blas-souvenirs-et-aventures-d-une-femme-de-notre-temps_(Volume-5),1180,356,294,152,46,63,1856,0,5
1871_Verne-Jules_Une-Ville-flottante,2034,1213,616,334,71,136,1871,1,
1879_Cadol-Edouard_La-Diva,5455,1925,1717,1003,223,488,1879,0,
1888_Gouraud-Julie_Quand-je-serai-grande,2491,1369,803,381,127,271,1888,0,6
1877_Witt-Henriette-de_Scenes-historiques,2979,2068,814,853,281,847,1877,0,3
1855_Dumas-Alexandre_La-derniere-annee-de-Marie-Dorval,774,316,225,203,44,78,1855,1,7
1954_Delly_L'orgueil-dompte,2926,1723,971,564,203,289,1954,0,8
1907_Moselly-Emile_Terres-lorraines,2335,3684,916,442,37,409,1907,0,
1892_Frechette-Louis_Originaux-et-detraques,3262,1455,455,460,102,177,1892,0,4
1875_Feval-Paul_La-Ville-Vampire,2330,1110,1007,348,85,158,1875,0,10
2012_Damasio-Alain_Aucun-souvenir-assez-solide,0,0,0,0,0,0,2012,0,13
1862_Villiers-de-l-Isle-Adam-Auguste_Isis,1683,684,320,300,71,123,1862,1,
1865_Erckmann-Chatrian_Histoire-d-un-homme-du-peuple,5353,2712,592,582,232,234,1865,0,
1899_Noir-Louis_En-route-vers-le-Pole-Au-pays-des-boeufs-musques,1222,174,194,181,123,37,1899,0,1
1965_Perec-Georges_Les-choses,907,1212,159,138,130,116,1965,1,
2015_Despentes-Virginie_Vernon-Subutex_T1,9770,2312,29,1965,184,778,2015,1,5
1951_Giono-Jean_Le-Hussard-sur-le-toit,2282,682,240,363,79,130,1951,1,
1855_Ulbach-Louis_L-amour-et-la-mort,2869,1340,888,455,142,191,1855,0,
1884_Houssaye-Arsene_Les-douze-nouvelles,2668,818,896,354,104,170,1884,0,4
1913_Mauriac-François_L-enfant-charge-de-chaines,1760,577,404,195,54,66,1913,1,
1866_Ponson-du-Terrail-Pierre_La-Resurrection-de-Rocambole_Tome-III-Redemption-La-Vengeance-de-Vasilika,4877,1257,2038,1038,239,437,1866,0,1
1924_Descaves-Lucien_L-Hirondelle-sous-le-toit,4401,2156,985,694,199,369,1924,0,
2016_Murail-Marie-Aude_Sauveur-Fils_2,0,0,0,0,0,0,2016,0,6
1913_Delly_Entre-deux-ames,3482,1478,952,481,238,273,1913,0,8
1919_Bourget-Paul_Laurence-Albani,2203,1245,443,518,125,427,1919,1,
2005_Houellebecq-Michel_La-possibilite-d-une-ile,5845,3620,1039,1058,113,866,2005,1,13
1858_Sand-George_Les-beaux-messieurs-de-Bois-Dore_2,4949,1829,1526,941,271,440,1858,1,1
1874_Hugo-Victor_Quatrevingt-Treize,7540,3335,2057,1156,255,624,1874,1,3
1981_Villard-Marc_Corvette-de-nuit,1296,636,243,365,14,124,1981,0,2
1913_Leroux-Gaston_Rouletabille-chez-le-tsar,6345,2247,1869,1394,221,529,1913,0,2
1951_Delly_Le-rubis-de-l'emir,1876,806,690,415,120,125,1951,0,8
1950_Simenon-Georges_Un-nouveau-dans-la-ville,2861,1681,518,776,94,357,1950,1,2
1878_Cornely-Jules_L-Oeil-du-diable,6887,2794,2434,1189,382,647,1878,0,1
1997_Ferney-Alice_Grace-et-denuement,4559,3002,1174,559,106,400,1997,0,
1998_Kundera-Milan_L-Identite,2943,596,471,536,65,82,1998,1,
1874_Colomb-Josephine_Comtes,2782,1407,1070,468,167,276,1874,0,6
1926_Leroux-Gaston_Le-fils-de-trois-peres-Hardigras,6610,2596,1892,1375,333,760,1926,0,1
1913_Delly_Dans-l'ombre-du-mystere,3556,700,540,806,205,117,1913,0,8
1890_Daudet-Ernest_Fils-d-emigre,6006,3171,2142,1488,544,573,1890,0,3
1886_Mahalin-Paul_La-filleule-de-Lagardere_Tome-1-La-saltimbanque,0,0,0,0,0,0,1886,0,1
1869_Blandy-Stella_Revanche-de-femme,3516,1054,761,580,96,245,1869,0,
1921_Proust-Marcel_Le-Cote-de-Guermantes,13565,6467,1528,2312,390,1564,1921,1,5
1812_Kock-Paul-de_L-enfant-de-ma-femme,3950,1038,1069,517,188,216,1812,0,
1876_Bastide-Jenny_Le-Marquis-Roger,6521,2030,1127,1170,330,394,1876,0,
1874_Beaugrand-Honore_Anita-souvenirs-d-un-contre-guerillas,220,129,45,39,2,40,1874,0,1
1869_Lautreamont-comte-de_Les-chants-de-Maldoror,5859,808,405,863,309,141,1869,1,
1900_Roussel-Raymond_Chiquenaude,88,155,0,12,4,18,1900,1,
1869_Ponson-du-Terrail-Pierre-Alexis-de_Les-Heros-de-la-vie-privee-Jeanne,3751,1302,1419,673,226,408,1869,0,
1880_Ponson-du-Terrail-Pierre-Alexis-de_Les-Aventures-du-capitaine-La-Palisse,5039,1526,1903,787,341,373,1880,0,1
1844_Balzac-Honore-de_La-Vieille-Fille,2219,1328,860,337,98,210,1844,1,5
1966_San-Antonio_Salut-mon-Pope-,4723,179,37,566,96,33,1966,0,9
1900_Chabrier-Rieder-Charlotte_Les-epreuves-de-Charlotte,2849,879,470,439,123,158,1900,0,6
1852_Carraud-Zulma-Tourangin-Mme_La-petite-Jeanne,4380,945,887,551,411,162,1852,0,6
1911_Leroux-Gaston_Balaoo,5694,2248,1726,1096,223,621,1911,0,2
1921_Leblanc-Maurice_Le-Formidable-Evenement,2744,1550,1308,590,114,290,1921,0,13
1879_Fabre-Ferdinand_Les-Courbezon-scenes-de-la-vie-clericale,7948,2002,2674,1163,519,471,1879,0,
1961_San-Antonio_Ne-mangez-pas-la-consigne,3591,195,45,338,63,25,1961,0,9
1850_Dumas-Alexandre_La-femme-au-collier-de-velours,2938,1516,1170,585,93,326,1850,1,3
1883_Guy-de-Maupassant_Une-vie,2954,2676,2255,482,122,326,1883,1,
1974_San-Antonio_Les-predictions-de-Nostraberus,4980,428,237,579,83,40,1974,0,9
1932_Celine-Louis-Ferdinand_Voyage-au-bout-de-la-nuit,11267,5754,832,2166,259,702,1932,1,
1939_Montherlant-Henry-de_Les-lepreuses,4782,1301,486,824,194,296,1939,1,12
1880_Debans-Camille_Les-Drames-a-toute-vapeur,3040,1955,1777,555,134,415,1880,0,4
1996_Bergounioux-Pierre_La-mort-de-Brune,1500,1012,146,426,30,201,1996,1,7
1965_Sarrazin-Albertine_L-Astragale,4995,578,92,588,193,107,1965,0,7
1920_Duhamel-Georges_Confession-de-Minuit,2748,876,219,323,42,98,1920,1,5
1846_Musset-Paul-de_Monsieur-le-Vent-et-Madame-la-Pluie,1168,268,493,154,97,42,1846,0,6
1846_Balzac-Honore-de_Une-tenebreuse-affaire,3456,1478,1646,608,231,365,1846,1,2
1883_Greville-Henry_L-ingenue,4882,1850,1884,701,239,423,1883,0,
1952_Simenon-Georges_Le-revolver-de-Maigret,2925,1219,557,762,67,183,1952,1,2
1843_Sue-Eugene_Les-Mysteres-de-Paris_Tome-III,9306,1424,1248,1421,604,297,1843,1,1
2014_Adam-Olivier_Peine-perdue,8757,1930,28,1782,251,409,2014,0,
1923_Larbaud-Valery_Amants-heureux-amants,4307,1053,518,830,276,321,1923,1,4
1931_Leblanc-Maurice_La-Barre-y-va,3158,1235,1000,653,150,231,1931,0,2
1973_Barjavel-Rene_Le-Grand-Secret,3660,2500,1800,705,184,590,1973,0,1
1836_Girardin-Delphine-de_La-canne-de-M-de-Balzac,3259,921,861,387,101,191,1836,0,
1891_Aimard-Gustave_Les-pirates-des-prairies,5678,1630,2211,908,427,453,1891,0,1
1849_Dumas-Alexandre_Les-mariages-du-pere-Olifus,4422,1448,738,579,94,386,1849,1,
1950_Veuzit-Max-du_Un-singulier-mariage,3685,1411,403,803,100,322,1950,0,8
1906_Zevaco-Michel_Borgia-,9255,2483,4352,1663,521,630,1906,0,2
1892_Zola-Emile_La-debacle,6811,7506,3533,1402,193,1431,1892,1,5
1955_Simenon-Georges_Maigret-et-le-corps-sans-tete,2745,1188,623,666,94,256,1955,1,2
1881_Malot-Hector_Une-femme-d-argent,5215,1791,930,993,223,616,1881,0,
2010_Volodine-Andoine_Les-aigles-puent,1247,1566,352,298,12,370,2010,1,13
1875_Belot-Adolphe_Les-Mysteres-mondains,2539,1238,809,636,114,227,1875,0,
1838_Gautier-Theophile_Fortunio,2471,876,592,490,92,160,1838,1,
1878_Aimard-Gustave-Auriac-Jules-Berlioz-d_Coeur-de-Panthere,2049,616,972,382,137,165,1878,0,1
1894_Flammarion-Camille_La-fin-du-monde,2652,1002,573,649,252,549,1894,0,13
2015_Claro_Dans-la-queue-le-venin,1477,114,110,127,56,20,2015,0,9
1857_Feuillet-Octave_La-petite-comtesse,2113,416,245,470,61,101,1857,0,12
1933_Leblanc-Maurice_Victor-de-la-Brigade-mondaine,3159,1051,1262,616,135,165,1933,0,2
1894_Gautier-Judith_Memoires-d-un-Elephant-blanc,2012,1313,591,312,64,168,1894,0,6
1845_Dumas-Alexandre_Le-Comte-de-Monte-Cristo,34319,8034,9989,6080,1643,2186,1845,1,1
1893_Feval-Paul-fils_les-suites-de-lagardere_1-la-jeunesse-du-bossu,4512,2168,2235,689,299,352,1893,0,1
1937_Delly_Les-heures-de-la-vie,1538,970,462,209,134,128,1937,0,8
1861_Veilles-comtesse-de_Sagesse-et-bonte-livre-des-jeunes-personnes,5738,1713,1759,951,378,239,1861,0,6
1922_Delly_Le-fruit-mur,2217,906,637,353,126,123,1922,0,8
1881_Loti-Pierre_Le-mariage-de-Loti,2018,1350,396,435,56,283,1881,1,11
1845_Balzac-Honore-de_Un-drame-au-bord-de-la-mer,566,137,75,117,20,34,1845,1,5
1890_Bazin-Rene_Les-Noellet,3711,2084,1069,677,189,288,1890,0,
1875_Verne-Jules_L-Ile-Mysterieuse,9112,5567,4244,1808,657,1214,1875,1,1
1897_Lemonnier-Camille_L-homme-en-amour,2312,1355,883,440,44,388,1897,0,
1960_San-Antonio_Du-brut-pour-les-brutes,4623,183,11,589,66,23,1960,0,9
2009_Vigan-Delphine-de_Les-heures-souterraines,0,0,0,0,0,0,2009,0,
1969_Marceau-Felicien_Creezy,4286,173,3,542,40,29,1969,0,
1971_San-Antonio_N-en-jetez-plus,6224,238,50,638,155,30,1971,0,9
1890_Tonelli-Philippe_Scenes-de-la-vie-corse,1898,763,547,268,108,135,1890,0,4
2014_Echenoz-Jean_Caprice-de-la-reine,821,243,25,325,19,40,2014,1,4
2010_Houellebecq-Michel_La-Carte-et-le-territoire,4368,2611,1517,916,88,652,2010,1,
1854_Collin-de-Plancy-Jacques_Les-Tribulations-de-Robillard,1026,416,244,135,77,85,1854,0,
1929_Saint-Exupery-Antoine-de_Courrier-Sud,1995,736,209,204,72,42,1929,1,1
1929_Martin-du-Gard-Roger_Les-Thibault_Tome-VI-La-mort-du-pere,2650,1296,1054,456,75,266,1929,1,5
1843_Balzac-Honore-de_Histoire-des-Treize-et-La-Duchesse-de-Langeais,3050,928,855,405,167,155,1843,1,5
1879_Bouvier-Alexis_La-Belle-Grelee,13648,5387,3969,2951,514,1420,1879,0,
2015_Musso-Guillaume_L-instant-present,4299,1472,851,750,96,389,2015,0,8
1910_Zevaco-Michel_Triboulet,9004,2324,3134,1482,504,575,1910,0,1
1914_Gide-Andre_Les-Caves-du-Vatican,4658,1660,1103,676,170,274,1914,1,
1880_Navery-Raoul-de_Les-Voyages-de-Camoens,4021,2254,1962,666,257,375,1880,0,
1906_Bazin-Rene_Stephanette,1896,993,803,331,81,196,1906,0,
1965_San-Antonio_Vas-y-Beru,6161,230,22,719,127,31,1965,0,9
1887_Malot-Hector_Ghislaine,5816,2504,1284,1056,275,632,1887,0,
