col_name,Présent,Imparfait,Passé simple,Passé composé,Futur,Plus que parfait,date,canon,subgenre
1878_Chevalier-H-Emile_La-fille-du-pirate,3517,717,817,525,130,173,1878,0,1
1876_Greville-Henry_La-princesse-Ogherof,3781,1686,1716,739,181,438,1876,0,
1991_Germain-Sylvie_L-Enfant-Meduse,4915,1004,146,990,125,463,1991,1,
1859_Segur-comtesse-de_Les-Vacances,2966,884,1039,557,151,197,1859,0,6
1921_Bourget-Paul_Un-drame-dans-le-monde,4160,1845,538,910,195,501,1921,1,
1959_Sarraute-Nathalie_Le-Planetarium,8395,632,10,1094,291,162,1959,1,
2012_Deville-Patrick_Peste-et-cholera,4034,167,84,569,264,73,2012,0,biographie
1997_Vargas-Fred_Sans-feu-ni-lieu,5097,1388,1673,883,121,301,1997,0,2
1871_Erckmann-Chatrian_Les-deux-freres,4179,1808,668,507,164,195,1871,0,
1986_Daeninckx-Didier_Le-bourreau-et-son-double,2360,927,1188,618,89,162,1986,1,2
1988_Bergounioux-Pierre_L-arbre-sur-la-riviere,2131,2064,12,1789,4,689,1988,1,
1911_Marchal-Gustave_Tante-Meteore,2205,423,414,477,163,104,1911,0,6
1896_Boylesve-Rene_Le-Medecin-des-Dames-de-Neans,3368,1897,867,511,77,248,1896,0,
1903_Leblanc-Maurice_Un-gentleman,47,11,17,4,3,4,1903,0,4
1843_Dumas-Alexandre_Georges,6116,2770,2427,1379,272,814,1843,1,3
1846_Balzac-Honore-de_Les-Proscrits,557,313,232,79,9,26,1846,1,5
1988_Michon-Pierre_Vie-de-Joseph-Roulin,949,315,169,135,14,51,1988,1,biographie
1918_Laberge-Albert_La-Scouine,1093,951,844,227,30,205,1918,0,
1844_Balzac-Honore-de_Sarrasine,648,251,312,89,14,44,1844,1,5
1832_Mere-Elisabeth-Brossin-de_Le-Parc-aux-Cerfs-ou-Histoire-secrete-des-jeunes-demoiselles-qui-y-ont-ete-renfermees_(tome-2),2447,664,543,415,179,186,1832,0,3
1963_Troyat-Henri_Sophie-ou-La-Fin-des-Combats,4672,2494,2154,943,252,498,1963,0,3
1876_Gayet-de-Cesena-Amedee_Les-Belles-pecheresses,2078,1028,930,379,52,235,1876,0,
1942_Queneau-Raymond_Pierrot-mon-ami,3631,1225,1246,656,116,169,1942,1,
1996_Rouaud-Jean_le-monde-a-peu-pres,2989,1259,193,325,59,229,1996,1,7
1920_Boylesve-Rene_Le-carrosse-aux-deux-lezards-verts,1747,622,448,306,66,130,1920,0,10
1869_Carraud-Zulma-Tourangin-Mme_Les-Gouters-de-la-grand-mere,3913,1304,1418,472,179,176,1869,0,6
1840_Sand-George_Pauline,1397,666,625,240,53,160,1840,1,
1881_Lemonnier-Camille_Les-charniers,1706,1498,445,289,72,266,1881,0,
1899_Le-Rouge-Gustave_La-Conspiration-des-milliardaires_Tome-III-Le-Regiment-des-hypnotiseurs,3533,1844,1404,830,227,489,1899,0,1
1931_Simenon-Georges_Monsieur-Gallet-decede,2455,1062,589,704,57,186,1931,1,2
1861_Gondrecourt-Aristide-de_Le-Pays-de-la-peur_Tome-2,2037,460,603,370,141,97,1861,0,1
1893_Leblanc-Maurice_Une-femme,3139,2562,2274,304,66,170,1893,0,
1950_Simenon-Georges_Un-Noel-de-Maigret,3272,1558,395,925,83,240,1950,1,2
1876_Chazel-Prosper_Le-Chalet-des-sapins,3567,1312,734,635,198,333,1876,0,6
2015_Quignard-Pascal_Mourir-de-penser,3917,249,330,307,24,65,2015,1,fragments
1848_Dumas-Alexandre_La-dame-aux-camelias,5448,1590,668,1008,262,387,1848,1,
1884_Guy-de-Maupassant_Yvette,2445,1178,949,297,88,168,1884,1,4
1923_Le-Rouge-Gustave_La-Dame-noire-des-frontieres,3024,850,938,693,235,298,1923,0,2
1936_Celine-Louis-Ferdinand_Mort-a-credit,17489,8816,145,3953,327,655,1936,1,7
1896_Dumur-Louis_Pauline-ou-la-liberte-de-l-amour,5308,1552,963,728,156,251,1896,0,
1872_Gouraud-Julie_Le-Livre-de-maman,3488,431,264,987,225,71,1872,0,6
1860_Ulbach-Louis_L-ile-des-reves_Aventures-d-un-Anglais-qui-s-ennuie,7235,2512,1675,1064,366,430,1860,0,
1884_Ferry-Gabriel_Le-coureur-des-bois-ou-les-chercheurs-d'or_1,7705,3284,2729,1340,466,767,1884,0,1
1997_Bergounioux-Pierre_La-ligne,774,342,45,365,16,78,1997,1,
1881_Cherbuliez-Victor_Noirs-et-Rouges,6266,3251,2021,1099,343,613,1881,0,
1886_Malot-Hector_Baccara,0,0,0,0,0,0,1886,0,
1913_Zevaco-Michel_Pardaillan-et-Fausta,8806,2596,2937,1577,591,537,1913,0,1
1978_Yourcenar-Marguerite_Nouvelles-Orientales,1198,713,445,198,46,148,1978,1,4
1868_Chevalier-H-Emile_Jacques-Cartier,3343,1099,1053,625,158,254,1868,0,1
1968_San-Antonio_Viva-Bertaga,5824,203,48,643,186,20,1968,0,9
1901_Dhanys-Marcel_Sur-les-marches-du-trone,3322,520,521,688,174,125,1901,0,3
1997_Des-Forets-Rene-Louis_Ostinato,2492,129,45,210,142,28,1997,1,fragments
1873_Scholl-Aurelien_La-Dame-des-palmiers,2588,934,1065,603,179,247,1873,0,1
1959_Veuzit-Max-du_La-belle-etrangere,4618,2344,1817,689,288,487,1959,0,8
1891_Verlaine-Paul_Mes-hopitaux,688,74,87,70,31,9,1891,1,7
1951_Veuzit-Max-du_Amour-fratricide,878,413,329,168,38,66,1951,0,8
1885_Greville-Henry_Les-Ormes,2880,1518,1256,408,140,344,1885,0,
1895_Mael-Pierre_Les-Derniers-Hommes-rouges,1939,902,1045,363,80,317,1895,0,6
1979_Gary-Romain_Les-clowns-lyriques,3933,1880,1041,565,179,270,1979,1,
1950_Delly_L'enfant-mysterieuse,5634,2488,2020,857,432,439,1950,0,8
1956_Delly_La-biche-au-bois,3055,1697,1083,506,250,293,1956,0,8
2014_Volodine-Antoine_Terminus-radieux,6748,5013,2283,1404,156,1412,2014,1,13
1888_Rosny-aine-J-H_Les-Corneilles,1743,1983,889,221,59,134,1888,0,
1905_Loti-Pierre_La-troisieme-jeunesse-de-Madame-Prune,2546,533,73,478,100,102,1905,1,
2013_Desarthe-Agnes_Comment-j-ai-appris-a-lire,0,0,0,0,0,0,2013,0,7
2006_Ferney-Alice_Les-Autres,9364,1665,290,1059,190,369,2006,0,
1869_Ponson-du-Terrail-Pierre_Le-Forgeron-de-la-Cour-Dieu_Tome-II,6025,1770,2336,945,381,510,1869,0,1
2006_Jourde-Pierre_L-Heure-et-l-ombre,2581,3236,30,1345,19,571,2006,0,
1881_Erckmann-Chatrian_Les-Vieux-de-la-Vieille-Justine-et-Lucien.,2836,1377,435,331,157,161,1881,0,6
1889_Graffigny-H-de-Le-Faure-Georges_Aventures-extraordinaires-d-un-savant-russe_Tome-I-La-lune,4746,1270,2173,746,305,296,1889,0,13
1847_Dash-comtesse-de_Keepsake-des-jeunes-personnes,6071,1758,1814,997,404,246,1847,0,
1841_Sand-George_Le-compagnon-du-tour-de-France_tome-2,4865,1697,1135,855,238,382,1841,1,
1865_Robert-Clemence_Le-Baron-de-Trenck,2943,857,657,531,152,164,1865,0,
1912_Delly_Fleurs-du-foyer-fleurs-du-cloitre,2818,1344,1107,459,239,246,1912,0,8
2001_Robbe-Grillet-Alain_La-reprise,2644,606,13,813,18,81,2001,1,3
1919_Leblanc-Maurice_L-ile-aux-Trente-cercueils,6115,1987,1740,1105,306,350,1919,0,10
1859_Ponson-du-Terrail-Pierre_Les-Exploits-de-Rocambole_Tome-I-Une-fille-d-Espagne,11925,3160,5181,2456,787,904,1859,0,1
1982_Modiano-Patrick_De-si-braves-garçons,1882,1503,375,467,44,341,1982,1,
1925_Bazin-Rene_Le-ble-qui-leve,4949,2601,1456,799,230,460,1925,0,
1875_Sand-George_Marianne,1859,387,252,278,66,115,1875,1,
1869_Flaubert-Gustave_L-Education-sentimentale,6434,5643,4191,896,146,757,1869,1,
1948_Delly_La-jeune-fille-emmuree,1771,973,677,332,139,197,1948,0,
1884_Racot-Adolphe-Pradel-Georges_Le-Diamant-rouge,10794,3290,3212,1948,527,740,1884,0,1
1875_Marmette-Joseph_La-fiancee-du-rebelle,3484,1451,1535,536,225,303,1875,0,3
2013_Musso-Guillaume_Demain,4087,1872,2528,766,89,572,2013,0,
1890_Loti-Pierre_Le-roman-d-un-enfant,1831,1606,251,426,54,227,1890,1,7
1851_Dumas-Alexandre_Olympe-de-Cleves_III,6165,1020,1564,882,359,284,1851,1,roman historique 
1971_Tournier-Michel_Vendredi-ou-la-vie-sauvage,936,1101,810,178,15,235,1971,1,6
1931_Delly_Le-candelabre-du-temple,2909,1422,1010,450,243,296,1931,0,8
1874_Verne-Jules_Le-Chancellor,4979,106,32,1184,274,16,1874,1,1
1969_Montherlant-Henry-de_Les-garçons,7448,3600,1212,1428,227,927,1969,1,
1891_Maquet-Auguste_La-belle-Gabrielle_Tome-1,6545,1265,1398,1055,400,246,1891,0,1
1926_Hemon-Louis_Battling-Malone-pugiliste,1609,1109,860,235,84,221,1926,1,
2003_Jourde-Pierre_Pays-perdu,2616,619,93,433,126,105,2003,0,
1932_Kessel-Joseph_Fortune-Carree,4495,2554,2681,709,278,452,1932,1,1
1913_Bordeaux-Henry_La-Maison,4717,3333,1007,648,125,442,1913,0,
1868_Ponson-du-Terrail-Pierre_Le-Dernier-Mot-de-Rocambole_Tome-IV-Les-Tresors-du-Rajah,3609,995,1176,610,192,243,1868,0,1
2009_Pradeau-Christophe_La-grande-sauvagerie,1529,979,293,288,24,307,2009,0,
1988_Orsenna-Erik_L-exposition-coloniale,10194,3870,1188,1307,352,436,1988,0,3
1857_Dumas-Alexandre_Le-meneur-de-loups,4585,1910,1929,782,197,518,1857,1,1
1872_Lamothe-Alexandre-de_Le-Taureau-des-Vosges,5523,1779,2171,806,383,356,1872,0,
2012_Kerangal-Maylis-de_Tangente-vers-l-est,1973,111,36,182,53,53,2012,1,11
1979_Zevaco-Michel_Le-Pre-aux-clercs,3999,1565,1855,673,270,326,1979,0,1
1857_Flaubert-Gustave_Madame-Bovary,4878,4775,2736,635,138,471,1857,1,
2005_Modiano-Patrick_Un-pedigree,1330,401,9,296,78,138,2005,1,7
1922_Martin-du-Gard-Roger_Les-Thibault_Tome-II-Le-penitencier,2894,1596,1431,496,124,277,1922,1,5
1912_Lensia-Jenny_Genie-du-foyer,2799,1063,721,410,173,189,1912,0,
1842_Grosset-J-M._Cecilia-ou-Le-bigame-episode-d-un-voyage-en-Italie,2899,401,146,424,126,107,1842,0,
1936_Giono-Jean_Les-vraies-richesses,4001,352,44,646,121,36,1936,1,non-fiction
1868_Ponson-du-Terrail-Pierre_Rocambole-Les-Miseres-de-Londre_Tome-I-La-Nourisseuse-d-enfants,3806,1002,1464,559,226,280,1868,0,1
1866_Valles-Jules_Les-Refractaires,4308,1597,622,726,137,218,1866,1,4
1863_Erckmann-Chatrian_Madame-Therese,3508,1780,928,471,195,195,1863,0,
1927_Bourget-Paul_Nos-actes-nous-suivent_tome-2,3339,1256,359,702,181,278,1927,1,
1893_Feval-Paul-fils_les-suites-de-lagardere_6-le-duc-de-nevers,5654,2292,1834,1221,249,587,1893,0,1
2003_Jouet-Jacques_Mon-bel-autocar,2901,313,107,392,112,53,2003,0,
1882_Chavette-Eugene_La-Bande-de-la-belle-Alliette,3465,1321,1528,696,151,394,1882,0,2
1921_Renard-Maurice_L-Homme-Truque,2027,834,357,353,68,161,1921,0,13
1981_Robbe-Grillet-Alain_Djinn,2109,451,144,441,34,49,1981,1,2
1846_Balzac-Honore-de_Une-fille-d’Eve,2189,842,744,289,108,187,1846,1,5
1888_Assollant-Alfred_Brancas-Les-amours-de-Quaterquem,4149,523,874,483,156,78,1888,0,4
1862_About-Edmond_L-homme-a-l-oreille-cassee,3440,876,1114,672,205,262,1862,0,
1835_Woillez-Catherine_Le-Robinson-des-demoiselles,2783,1412,1302,586,118,422,1835,0,6
1911_Ivoi-Paul-d-_L-Espion-X-323_Volume-III-Du-sang-sur-le-Nil,5026,890,817,981,302,261,1911,0,2
1997_Sarraute-Nathalie_Ouvrez,1970,116,8,271,74,26,1997,1,
2012_Roger-Marie-Sabine_Bon-retablissement,3643,447,5,676,58,65,2012,0,
1930_Nemirovsky-Irene_Le-bal,1071,295,294,101,59,42,1930,0,
1913_Pergaud-Louis_Le-roman-de-Miraut-chien-de-chasse,3953,2019,2128,628,213,374,1913,0,
1945_Psichari-Ernest_L-appel-des-armes,3600,1756,562,422,125,218,1945,0,
1867_Sauquet-Victor_L-Enfant-des-montagnes,4269,727,834,855,251,176,1867,0,6
1972_A.D.G._Les-trois-Badours,3917,259,68,467,128,32,1972,0,2
1845_Dumas-Alexandre_Les-freres-Corses,2428,561,446,429,133,146,1845,1,
1889_Mary-Jules_La-Revanche-de-Roger-la-honte_Tome-II,9586,2783,3503,1941,643,647,1889,0,2
1970_Deon-Michel_Les-poneys-sauvages,10017,4126,2440,1831,383,772,1970,0,
1865_Dumas-Alexandre_Le-Comte-de-Moret,12584,3666,3625,2442,773,1058,1865,1,3
1885_Boisgobey-Fortune-du_Le-pouce-crochu,6208,2071,1350,1339,451,392,1885,0,2
1854_Barbey-d-Aurevilly-Jules_L-ensorcelee,3597,2111,1109,786,95,520,1854,1,3
1956_Malet-Leo_Corrida-aux-Champs-Elysees,3757,826,673,610,123,170,1956,0,2
1986_Jonquet-Thierry_Le-Manoir-Des-Immortelles,1641,791,1061,306,64,172,1986,0,2
1879_Houssaye-Arsene_Histoires-romanesques,4959,1514,1572,700,231,265,1879,0,4
1881_Sauniere-Paul_La-Succession-Marignan,4747,1939,2033,1025,207,674,1881,0,
1867_Aimard-Gustave-Auriac-Jules-Berlioz-d-_Oeil-de-feu,1954,637,1177,401,191,181,1867,0,1
1896_Graffigny-H-de-Le-Faure-Georges_Aventures-extraordinaires-d-un-savant-russe_Tome-IV-Le-desert-sideral,3979,1495,1392,667,151,406,1896,1,13
1935_Delly_Comme-un-conte-de-fees,2650,892,839,473,164,166,1935,0,8
1836_Saintine-Xavier_Picciola,2927,962,827,513,164,168,1836,0,3
2008_Kerangal-Maylis-de_Corniche-Kennedy,4262,207,75,389,62,27,2008,1,
1891_Huysmans-Joris-Karl_La-bas,5522,1427,1349,753,142,176,1891,1,
1997_Forest-Philippe_L-Enfant-eternel,8376,1032,141,1257,358,198,1997,1,7
2013_Toledo-Camille-de_Oublier-trahir-puis-disparaitre,332,219,28,69,3,41,2013,0,fragments
2010_Bouraoui-Nina_Nos-baisers-sont-des-adieux,1188,2040,1,348,6,170,2010,0,
1883_Dupuit-Albert_Pauline-Tardivau-etude-de-la-vie-de-province,7298,1981,2018,1300,382,469,1883,0,
1862_Flaubert-Gustave_Salammbo,3194,4790,2132,515,79,556,1862,1,3
1884_Goncourt-Edmond-de_Cherie,2450,1790,199,465,90,201,1884,1,
1886_Arene-Paul_Contes-de-Provence,0,0,0,0,0,0,1886,0,4
1851_Souvestre-Emile_Les-derniers-paysans_Tome-2,1945,793,713,375,84,170,1851,0,
1882_Greville-Henry_Ariadne,2948,1188,1349,476,137,278,1882,0,
1842_Sue-Eugene_Oeuvres,7240,1718,1354,1168,379,380,1842,1,
1833_Karr-Alphonse_Une-heure-trop-tard,6295,1142,1160,1065,423,271,1833,0,
1874_Gobineau-Joseph_Les-Pleiades,7672,2585,2032,1305,363,513,1874,0,
1876_Aimard-Gustave_Le-Chasseur-de-rats_Tome-2-Le-commandant-Delgres,5257,1150,1250,954,358,413,1876,0,1
1893_Feval-Paul-fils_les-suites-de-lagardere_2-les-chevauchees-de-lagardere,5953,2523,2208,914,476,545,1893,0,1
1843_Feval-Paul_Les-Mysteres-de-Londres_Tome-III,9343,4203,2827,1731,618,1021,1843,0,2
1851_Sue-Eugene_Les-Mysteres-du-peuple_Tome-VI,3163,916,938,636,206,149,1851,1,3
1859_Musset-Paul-de_Lui-et-Elle,2286,653,817,313,142,112,1859,0,
1975_San-Antonio_Dis-bonjour-a-la-dame,5301,348,38,612,73,36,1975,0,9
2005_Germain-Sylvie_Magnus,3456,264,44,696,66,152,2005,1,3
2017_Murail-Marie-Aude_Sauveur-Fils_3,4840,1300,1651,740,101,362,2017,0,6
2013_Fournel-Paul_La-Liseuse,851,51,3,124,37,9,2013,1,littérature à contraintes
1876_Gallet-Louis_Le-Capitaine-Satan,6877,1914,3226,1079,445,451,1876,0,1
1909_Zevaco-Michel_Nostradamus,9627,2575,4013,1717,571,539,1909,0,1
1885_Fallet-Celine_L-Hotellerie-de-la-montagne,6681,2342,1889,1221,456,592,1885,0,
1849_Chateaubriand-François-Rene-de_Memoires-d-Outre-Tombe_Tome-3,4642,1931,1290,1234,210,498,1849,1,7
1975_San-Antonio_La-vie-privee-de-Walter-Klozett,5891,250,19,633,71,22,1975,0,9
1978_Perec-Georges_Je-me-souviens,702,153,39,91,4,10,1978,1,7
1900_Le-Roy-Eugene_Jacquou-Le-Croquant,5555,3397,1452,765,169,527,1900,0,3
1933_Simenon-Georges_L-Ecluse-n°1,2221,1406,700,401,75,159,1933,1,2
1866_Gozlan-Leon_Le-Capitaine-Maubert,1580,704,422,235,66,132,1866,0,4
1932_Lallier-Joseph_Le-spectre-menaçant,3528,758,838,612,200,283,1932,0,
1927_Crevel-René_Babylone,2610,291,90,434,175,60,1927,1,
1889_Guy-de-Maupassant_La-main-gauche,1942,997,627,344,45,184,1889,1,4
1843_Feval-Paul_Les-Mysteres-de-Londres_Tome-II,7901,2777,3662,1244,499,526,1843,0,2
1932_Simenon-Georges_L-Affaire-Saint-Fiacre,2129,1225,576,491,77,143,1932,1,2
1869_Gautier-Judith_Le-Dragon-Imperial,4141,1001,1142,584,249,106,1869,0,
1914_Roussel-Raymond_Locus-Solus,1202,1781,1523,270,11,314,1914,1,13
1854_Karr-Alphonse_Histoire-d-un-pion,1168,221,188,151,64,51,1854,0,4
1879_Lebourgeois-Marie_La-Goutte-de-miel,8553,3606,3439,999,491,332,1879,0,
1996_Despentes-Virginie_Les-Chiennes-savantes,3695,2101,9,1933,57,259,1996,1,2
1876_Montepin-Xavier-de_Le-Ventriloque-La-femme-du-Prussien,3674,1009,1248,391,264,113,1876,0,5
1953_Delly_Cite-des-anges,2700,1612,1102,465,193,346,1953,0,8
1952_Queneau-Raymond_Le-Dimanche-De-La-Vie,4919,988,1034,619,167,161,1952,1,
1880_Glouvet-Jules-de_Le-Forestier,3916,1458,1242,571,184,174,1880,0,
1939_Veuzit-Max-du_L'inconnu-de-Castel-Pic,3318,620,328,677,135,114,1939,0,8
1904_Regnier-Henri-de_Les-Rencontres-de-M-de-Breot,3443,1970,815,490,84,290,1904,1,9
1961_Troyat-Henri_La-gloire-des-vaincus,5179,2572,2407,887,338,415,1961,0,3
1960_Simon-Claude_La-Route-des-Flandres,3114,1540,336,538,45,357,1960,1,3
1895_Vanderem-Fernand_Charlie,3269,1660,1039,418,142,236,1895,0,
2002_Chandernagor-Françoise_La-Chambre,7126,1744,219,1458,259,457,2002,0,3
1878_Boisgobey-Fortune-du_Le-crime-de-l-Opera_1,9084,2314,1245,2196,605,442,1878,0,2
1834_Arlincourt-Charles-Victor_Le-brasseur-roi_tome-4,1621,285,66,421,77,48,1834,0,3
1947_Laurent-Jacques_Caroline-Cherie-T.2,10052,4471,3937,2456,504,1102,1947,0,9
1943_Delly_Anita,3320,1385,1166,615,220,388,1943,0,8
2014_Ferney-Alice_Le-Regne-du-vivant,4463,949,163,673,114,209,2014,0,
2000_Gailly-Christian_Nuage-rouge,2606,895,301,631,39,123,2000,0,2
1903_France-Anatole_Histoire-comique,2625,1046,731,345,69,183,1903,1,
1899_France-Anatole_Pierre-Noziere,4026,1464,638,303,113,138,1899,1,7
1960_Delly_Les-deux-fraternites,3380,1065,1036,531,274,215,1960,0,8
1966_Perec-Georges_Quel-petit-velo-a-guidon-chrome-au-fond-de-la-cour-,644,264,159,107,27,71,1966,1,
1913_Rosny-aine-J-H_La-Force-mysterieuse,2047,1342,925,295,71,156,1913,0,13
2017_Bortnikov-Dimitri_Face-au-Styx,22209,2696,38,3931,574,130,2017,0,
1859_Souvestre-Emile_Les-reprouves-et-les-elus_Tome-2,6173,2000,2741,1073,324,571,1859,0,
1869_Ponson-du-Terrail-Pierre_Le-Forgeron-de-la-Cour-Dieu_Tome-I,5627,1510,2341,1002,329,485,1869,0,1
1937_Audoux-Marguerite_Douce-Lumiere,3676,1016,313,420,149,190,1937,0,
1897_Mary-Jules_La-Pocharde,5714,1706,1479,1058,277,436,1897,0,
1908_France-Anatole_Les-contes-de-Jacques-Tournebroche,1130,472,415,154,77,79,1908,1,4
1975_Modiano-Patrick_Villa-Triste,2034,1717,86,962,33,227,1975,1,
1892_Rodenbach-Georges_Bruges-la-Morte,839,645,301,110,15,176,1892,1,
1875_Daudet-Alphonse_Jack,8489,5368,1940,1272,241,757,1875,1,
1880_Maizeroy-Rene_Mora-Les-Deux-femmes-de-Mademoiselle,2760,1648,1024,402,109,220,1880,0,4
1971_Laurent-Jacques_Les-betises,15703,5854,2180,3296,346,1654,1971,0,1
1816_Bournon-Malarme-Charlotte-de_Lancelot-Montagu-ou-le-Resultat-des-bonnes-fortunes_Tome-3,2024,59,1221,302,155,16,1816,0,
1937_Giono-Jean_Batailles-dans-la-montagne,10059,4770,1964,1735,279,584,1937,1,10
1842_Karr-Alphonse_Comtes,2362,541,407,410,140,102,1842,0,4
1927_Bernede-Arthur_Belphegor,4024,1968,1806,909,189,337,1927,0,2
1879_Verne-Jules_Les-Tribulations-d-un-Chinois-en-Chine,2692,1540,922,461,125,262,1879,1,1
1965_San-Antonio_La-rate-au-court-bouillon,6044,220,35,774,133,31,1965,0,9
1954_San-Antonio_Deuil-express,4155,328,9,744,90,44,1954,0,9
1860_Vars-Emilie-de_Une-deception,2802,820,540,534,194,203,1860,0,
1878_Chevalier-H-Emile_Le-gibet,3517,871,1033,746,274,184,1878,0,1
1919_Bazin-Rene_Les-Nouveaux-Oberle,6351,2681,1586,1167,371,527,1919,0,
1976_San-Antonio_Concerto-pour-porte-jarrelle,7000,272,22,823,109,29,1976,0,2
1843_Sand-George_La-Comtesse-de-Rudolstadt,12919,3327,2819,2434,650,830,1843,1,1
2011_Nothomb-Amelie_Tuer-le-pere,1787,419,461,186,38,100,2011,1,
1908_Barbusse-Henri_L-enfer,6206,1272,595,1153,250,188,1908,1,9
1984_Jonquet-Thierry_Mygale,1413,1006,811,554,47,212,1984,0,2
1881_Tissot-Marcel_La-Veuve-d-Attila,3881,1402,1300,646,214,304,1881,0,3
1868_Ponson-du-Terrail-Pierre-Alexis-de_Les-Heros-de-la-vie-privee-La-Fee-d-Auteuil,4416,1128,1276,914,243,333,1868,0,
1870_Gaboriau-Emile_La-vie-infernale_1-Pascale-et-Marguerite-2-Lia-d-Argeles,11107,4639,2975,1974,467,1033,1870,0,2
1858_Segur-comtesse-de_Les-Petites-Filles-Modeles,3824,908,1164,585,240,162,1858,0,6
1909_Feval-Paul-fils_Les-suites-de-lagardere_8-La-reine-cotillon,5348,2199,1835,988,241,619,1909,0,
2000_Druon-Maurice_Les-Rois-Maudits,29661,14517,8005,5718,1442,3039,2000,0,3
1862_Leneveux-Louise_Soirees-en-famille--lectures-pour-la-jeunesse,7582,2242,2028,1221,343,451,1862,0,6
1867_Pressense-Elise-de_Deux-ans-au-lycee,4520,1524,1246,740,244,340,1867,0,6
1859_Saintine-X-B._Metamorphoses-de-la-femme,5299,1602,1398,892,181,389,1859,0,4
1895_Louÿs-Pierre_Aphrodite--moeurs-antiques,3633,1199,1087,545,141,212,1895,1,9
2013_Abecassis-Eliette_Le-palimpseste-d-Archimede,5618,2394,835,1243,89,616,2013,0,2
2008_Rolin-Olivier_Un-chasseur-de-lions,4304,325,77,681,112,93,2008,1,1
1972_Veuzit-Max-du_Le-coeur-d'ivoire,3839,1826,1627,648,194,402,1972,0,
1898_Lesueur-Daniel_Levres-closes,2128,684,380,251,58,108,1898,0,
1945_Bealu-Marcel_L-Experience-de-la-nuit,2327,1806,467,349,38,324,1945,0,10
1889_La-Brete-Jean-de_Mon-oncle-et-mon-cure,3639,1144,432,446,114,152,1889,0,6
1924_Leblanc-Maurice_La-comtesse-de-Cagliostro,4722,1948,1763,857,200,330,1924,0,2
1868_Perret-Paul_La-Parisienne,1106,94,96,111,64,15,1868,0,
1865_Scholl-Aurelien_Les-Gens-tares,2857,668,916,558,195,149,1865,0,
1877_Flaubert-Gustave_Les-Trois-Contes,852,1477,910,113,26,148,1877,1,4
1889_Graffigny-H-de-Le-Faure-Georges_Aventures-extraordinaires-d-un-savant-russe_Tome-II-Le-Soleil-et-les-petites-planetes,5493,1200,1973,727,329,261,1889,0,13
1924_Istrati-Panait_Les-recits-d-Adrien-Zograffi_II,2884,870,964,394,100,106,1924,0,1
1956_Simenon-Georges_Un-echec-de-Maigret,2299,1153,399,673,53,268,1956,1,2
1921_Zevaco-Michel_Fleurs-de-Paris,14359,3570,4445,2462,671,711,1921,0,2
1881_Barbey-d-Aurevilly-Jules_Une-histoire-sans-nom,1690,1377,520,344,42,314,1881,1,4
2016_Rolin-Olivier_Veracruz,1275,426,97,190,9,64,2016,1,
1884_Bourges-Elemir_Le-Crepuscule-des-Dieux,1905,2024,1233,299,29,311,1884,0,
2002_Vargas-Fred_Coule-la-Seine,1845,467,478,299,29,117,2002,0,2
1868_Turpin-de-Sansay-Louis-Adolphe_Le-Veilleur-des-morts,2223,879,1154,359,145,179,1868,0,
1868_Tholmey-A._Derniers-jours-d-un-regne,1332,532,729,266,38,153,1868,0,3
1865_Ponson-du-Terrail-Pierre-Alexis-de_Le-Castel-du-Diable,3493,1146,1773,575,208,252,1865,0,3
1918_Delly_Le-secret-du-Kou-Kou-Noor,3759,1940,1475,719,243,429,1918,0,8
1993_Rouaud-Jean_Des-hommes-illustres,1661,1076,256,202,50,199,1993,1,7
1960_Simenon-Georges_Maigret-et-les-vieillards,2208,1249,181,684,59,213,1960,1,2
1856_Feval-Paul_Madame-Gil-Blas-souvenirs-et-aventures-d-une-femme-de-notre-temps_(Volume-4),2554,704,585,304,69,126,1856,0,5
1888_Greville-Henry_La-seconde-mere,3428,1300,1298,617,183,424,1888,0,
1850_Dumas-Alexandre_La-colombe,2380,496,234,465,93,169,1850,1,12
1906_Level-Maurice_L-epouvante,2567,1057,1108,479,132,325,1906,0,2
1882_Stapleaux-Leopold_L-Affaire-du-chateau-de-Clamelle,7061,2055,2165,1546,362,812,1882,0,2
1922_Mauriac-François_Le-baiser-au-lepreux,968,840,405,128,23,109,1922,1,
1875_Houssaye-Arsene_Les-Mille-et-une-nuits-parisiennes,3280,932,920,528,135,224,1875,0,
1952_Rebatet-Lucien_Les-Deux-Etendards,31342,11560,2354,5910,1089,2086,1952,0,
1843_Dumas-Alexandre_Le-Corricolo,11881,3851,4394,2075,479,1129,1843,1,non-fiction
2010_Rufin-Jean-Christophe_Katiba,5969,2794,1850,1491,182,828,2010,0,1
1883_Lacroix-Auguste-de_Les-Soirees-de-Saint-Germain,2310,1146,982,453,113,305,1883,1,10
1881_Colomb-Josephine_Feu-de-paille,4807,2058,1191,781,364,377,1881,0,6
1923_Radiguet-Raymond_Le-diable-au-corps,1956,1341,266,137,29,165,1923,1,
1869_Biart-Lucien_Pile-et-face,4334,2089,1863,492,179,237,1869,0,
1972_Modiano-Patrick_Les-boulevards-de-ceinture,2180,880,145,610,71,106,1972,1,3
1884_Badin-Adolphe_Couloirs-et-coulisses,3531,1125,627,517,80,277,1884,0,4
1874_Flaubert-Gustave_La-tentation-de-saint-Antoine,3647,403,157,500,51,43,1874,1,
1963_San-Antonio_Le-coup-du-pere-Francois,4150,181,21,562,62,27,1963,0,9
